0.00.445.121 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.445.219 I srv          init: The UI is disabled
0.00.445.220 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.446.716 I srv    load_model: loading model 'second-state/llm-compiler-7b-ftd-GGUF:Q4_K_M'
0.01.468.014 W llama_context: n_ctx_seq (32768) > n_ctx_train (16384) -- possible training context overflow
0.04.641.388 W srv    load_model: the slot context (32768) exceeds the training context of the model (16384) - capping
0.06.579.583 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.06.581.143 I srv  llama_server: model loaded
0.06.581.149 I srv  llama_server: listening on http://127.0.0.1:8001
0.07.001.534 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.07.001.602 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.21.702.274 I slot print_timing: id  3 | task 0 | n_decoded =    100, tg =   8.28 t/s, tg_3s =   8.28 t/s
0.24.772.797 I slot print_timing: id  3 | task 0 | n_decoded =    125, tg =   8.25 t/s, tg_3s =   8.14 t/s
0.27.853.911 I slot print_timing: id  3 | task 0 | n_decoded =    150, tg =   8.23 t/s, tg_3s =   8.11 t/s
0.30.956.461 I slot print_timing: id  3 | task 0 | n_decoded =    175, tg =   8.20 t/s, tg_3s =   8.06 t/s
0.33.970.632 I slot print_timing: id  3 | task 0 | n_decoded =    199, tg =   8.17 t/s, tg_3s =   7.96 t/s
0.37.016.293 I slot print_timing: id  3 | task 0 | n_decoded =    223, tg =   8.14 t/s, tg_3s =   7.88 t/s
0.40.044.163 I slot print_timing: id  3 | task 0 | n_decoded =    247, tg =   8.12 t/s, tg_3s =   7.93 t/s
0.43.077.869 I slot print_timing: id  3 | task 0 | n_decoded =    271, tg =   8.10 t/s, tg_3s =   7.91 t/s
0.46.121.263 I slot print_timing: id  3 | task 0 | n_decoded =    295, tg =   8.08 t/s, tg_3s =   7.89 t/s
0.49.165.638 I slot print_timing: id  3 | task 0 | n_decoded =    319, tg =   8.07 t/s, tg_3s =   7.88 t/s
0.52.235.066 I slot print_timing: id  3 | task 0 | n_decoded =    343, tg =   8.05 t/s, tg_3s =   7.82 t/s
0.55.306.271 I slot print_timing: id  3 | task 0 | n_decoded =    367, tg =   8.03 t/s, tg_3s =   7.81 t/s
0.58.382.001 I slot print_timing: id  3 | task 0 | n_decoded =    391, tg =   8.02 t/s, tg_3s =   7.80 t/s
1.01.460.906 I slot print_timing: id  3 | task 0 | n_decoded =    415, tg =   8.01 t/s, tg_3s =   7.79 t/s
1.04.570.884 I slot print_timing: id  3 | task 0 | n_decoded =    439, tg =   7.99 t/s, tg_3s =   7.72 t/s
1.07.601.179 I slot print_timing: id  3 | task 0 | n_decoded =    462, tg =   7.97 t/s, tg_3s =   7.59 t/s
1.10.618.991 I slot print_timing: id  3 | task 0 | n_decoded =    485, tg =   7.95 t/s, tg_3s =   7.62 t/s
1.13.644.050 I slot print_timing: id  3 | task 0 | n_decoded =    508, tg =   7.94 t/s, tg_3s =   7.60 t/s
1.16.688.062 I slot print_timing: id  3 | task 0 | n_decoded =    531, tg =   7.92 t/s, tg_3s =   7.56 t/s
1.19.733.493 I slot print_timing: id  3 | task 0 | n_decoded =    554, tg =   7.90 t/s, tg_3s =   7.55 t/s
