0.00.313.778 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.313.912 I srv          init: The UI is disabled
0.00.313.914 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.315.376 I srv    load_model: loading model 'Qwen/Qwen3-14B-GGUF:Q4_K_M'
0.00.563.467 W load: control-looking token: 128247 '</s>' was not control-type; this is probably a bug in the model. its type will be overridden
0.04.801.387 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 32768, kv_unified = 'true'
0.04.806.404 I srv  llama_server: model loaded
0.04.806.411 I srv  llama_server: listening on http://127.0.0.1:8001
0.05.000.725 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.05.000.760 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.32.940.273 I slot print_timing: id  3 | task 0 | n_decoded =    100, tg =   3.99 t/s, tg_3s =   3.99 t/s
0.36.000.450 I slot print_timing: id  3 | task 0 | n_decoded =    112, tg =   3.98 t/s, tg_3s =   3.92 t/s
0.39.055.567 I slot print_timing: id  3 | task 0 | n_decoded =    124, tg =   3.97 t/s, tg_3s =   3.93 t/s
0.42.113.935 I slot print_timing: id  3 | task 0 | n_decoded =    136, tg =   3.97 t/s, tg_3s =   3.92 t/s
0.45.186.249 I slot print_timing: id  3 | task 0 | n_decoded =    148, tg =   3.96 t/s, tg_3s =   3.91 t/s
0.48.248.656 I slot print_timing: id  3 | task 0 | n_decoded =    160, tg =   3.96 t/s, tg_3s =   3.92 t/s
0.51.317.150 I slot print_timing: id  3 | task 0 | n_decoded =    172, tg =   3.96 t/s, tg_3s =   3.91 t/s
0.54.380.761 I slot print_timing: id  3 | task 0 | n_decoded =    184, tg =   3.95 t/s, tg_3s =   3.92 t/s
0.57.448.729 I slot print_timing: id  3 | task 0 | n_decoded =    196, tg =   3.95 t/s, tg_3s =   3.91 t/s
1.00.526.087 I slot print_timing: id  3 | task 0 | n_decoded =    208, tg =   3.95 t/s, tg_3s =   3.90 t/s
1.03.604.882 I slot print_timing: id  3 | task 0 | n_decoded =    220, tg =   3.95 t/s, tg_3s =   3.90 t/s
1.06.675.711 I slot print_timing: id  3 | task 0 | n_decoded =    232, tg =   3.94 t/s, tg_3s =   3.91 t/s
1.09.748.097 I slot print_timing: id  3 | task 0 | n_decoded =    244, tg =   3.94 t/s, tg_3s =   3.91 t/s
1.12.819.631 I slot print_timing: id  3 | task 0 | n_decoded =    256, tg =   3.94 t/s, tg_3s =   3.91 t/s
1.15.896.909 I slot print_timing: id  3 | task 0 | n_decoded =    268, tg =   3.94 t/s, tg_3s =   3.90 t/s
1.18.966.181 I slot print_timing: id  3 | task 0 | n_decoded =    280, tg =   3.94 t/s, tg_3s =   3.91 t/s
1.22.036.813 I slot print_timing: id  3 | task 0 | n_decoded =    292, tg =   3.94 t/s, tg_3s =   3.91 t/s
1.25.105.810 I slot print_timing: id  3 | task 0 | n_decoded =    304, tg =   3.93 t/s, tg_3s =   3.91 t/s
1.28.178.599 I slot print_timing: id  3 | task 0 | n_decoded =    316, tg =   3.93 t/s, tg_3s =   3.91 t/s
1.31.264.757 I slot print_timing: id  3 | task 0 | n_decoded =    328, tg =   3.93 t/s, tg_3s =   3.89 t/s
1.31.776.882 I slot print_timing: id  3 | task 0 | prompt eval time =    2847.68 ms /    54 tokens (   52.73 ms per token,    18.96 tokens per second)
1.31.776.886 I slot print_timing: id  3 | task 0 |        eval time =   83928.36 ms /   330 tokens (  254.33 ms per token,     3.93 tokens per second)
1.31.776.887 I slot print_timing: id  3 | task 0 |       total time =   86776.04 ms /   384 tokens
1.31.776.890 I slot print_timing: id  3 | task 0 |    graphs reused =        328
1.31.776.930 I slot      release: id  3 | task 0 | stop processing: n_tokens = 383, truncated = 0
1.31.784.339 I slot get_availabl: id  2 | task -1 | selected slot by LRU, t_last = -1
1.31.784.378 I slot launch_slot_: id  2 | task 332 | processing task, is_child = 0
2.23.394.200 I slot print_timing: id  2 | task 332 | n_decoded =    100, tg =   3.91 t/s, tg_3s =   3.91 t/s
2.24.424.808 I slot print_timing: id  2 | task 332 | prompt eval time =   26049.54 ms /   566 tokens (   46.02 ms per token,    21.73 tokens per second)
2.24.424.812 I slot print_timing: id  2 | task 332 |        eval time =   26576.31 ms /   104 tokens (  255.54 ms per token,     3.91 tokens per second)
2.24.424.813 I slot print_timing: id  2 | task 332 |       total time =   52625.86 ms /   670 tokens
2.24.424.814 I slot print_timing: id  2 | task 332 |    graphs reused =        430
2.24.424.858 I slot      release: id  2 | task 332 | stop processing: n_tokens = 669, truncated = 0
2.26.585.046 I slot get_availabl: id  1 | task -1 | selected slot by LRU, t_last = -1
2.26.585.080 I slot launch_slot_: id  1 | task 438 | processing task, is_child = 0
