0.00.484.282 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.484.373 I srv          init: The UI is disabled
0.00.484.374 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.485.786 I srv    load_model: loading model 'second-state/llm-compiler-13b-ftd-GGUF:Q4_K_M'
0.02.945.155 W llama_context: n_ctx_seq (32768) > n_ctx_train (16384) -- possible training context overflow
0.09.969.333 W srv    load_model: the slot context (32768) exceeds the training context of the model (16384) - capping
0.13.033.920 I srv    load_model: initializing, n_slots = 4, n_ctx_slot = 16384, kv_unified = 'true'
0.13.035.497 I srv  llama_server: model loaded
0.13.035.502 I srv  llama_server: listening on http://127.0.0.1:8001
0.14.011.597 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = -1
0.14.011.645 I slot launch_slot_: id  3 | task 0 | processing task, is_child = 0
0.42.524.311 I slot print_timing: id  3 | task 0 | n_decoded =    100, tg =   4.34 t/s, tg_3s =   4.34 t/s
0.45.577.561 I slot print_timing: id  3 | task 0 | n_decoded =    113, tg =   4.33 t/s, tg_3s =   4.26 t/s
0.48.640.189 I slot print_timing: id  3 | task 0 | n_decoded =    126, tg =   4.32 t/s, tg_3s =   4.24 t/s
0.51.697.104 I slot print_timing: id  3 | task 0 | n_decoded =    139, tg =   4.31 t/s, tg_3s =   4.25 t/s
0.54.759.379 I slot print_timing: id  3 | task 0 | n_decoded =    152, tg =   4.31 t/s, tg_3s =   4.25 t/s
0.57.830.437 I slot print_timing: id  3 | task 0 | n_decoded =    165, tg =   4.30 t/s, tg_3s =   4.23 t/s
1.00.918.738 I slot print_timing: id  3 | task 0 | n_decoded =    178, tg =   4.29 t/s, tg_3s =   4.21 t/s
1.04.019.720 I slot print_timing: id  3 | task 0 | n_decoded =    191, tg =   4.29 t/s, tg_3s =   4.19 t/s
1.07.121.893 I slot print_timing: id  3 | task 0 | n_decoded =    204, tg =   4.28 t/s, tg_3s =   4.19 t/s
1.10.221.443 I slot print_timing: id  3 | task 0 | n_decoded =    217, tg =   4.27 t/s, tg_3s =   4.19 t/s
1.13.322.662 I slot print_timing: id  3 | task 0 | n_decoded =    230, tg =   4.27 t/s, tg_3s =   4.19 t/s
1.16.436.491 I slot print_timing: id  3 | task 0 | n_decoded =    243, tg =   4.26 t/s, tg_3s =   4.17 t/s
1.19.564.580 I slot print_timing: id  3 | task 0 | n_decoded =    256, tg =   4.26 t/s, tg_3s =   4.16 t/s
1.22.677.820 I slot print_timing: id  3 | task 0 | n_decoded =    269, tg =   4.25 t/s, tg_3s =   4.18 t/s
1.25.797.186 I slot print_timing: id  3 | task 0 | n_decoded =    282, tg =   4.25 t/s, tg_3s =   4.17 t/s
1.28.910.130 I slot print_timing: id  3 | task 0 | n_decoded =    295, tg =   4.25 t/s, tg_3s =   4.18 t/s
1.32.032.093 I slot print_timing: id  3 | task 0 | n_decoded =    308, tg =   4.24 t/s, tg_3s =   4.16 t/s
1.35.167.371 I slot print_timing: id  3 | task 0 | n_decoded =    321, tg =   4.24 t/s, tg_3s =   4.15 t/s
1.38.303.660 I slot print_timing: id  3 | task 0 | n_decoded =    334, tg =   4.24 t/s, tg_3s =   4.15 t/s
1.41.438.768 I slot print_timing: id  3 | task 0 | n_decoded =    347, tg =   4.23 t/s, tg_3s =   4.15 t/s
1.44.585.113 I slot print_timing: id  3 | task 0 | n_decoded =    360, tg =   4.23 t/s, tg_3s =   4.13 t/s
