0.00.409.398 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.409.540 I srv          init: The UI is disabled
0.00.409.543 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.410.999 I srv    load_model: loading model 'second-state/llm-compiler-7b-GGUF:Q4_K_M'
0.01.727.100 W llama_context: n_ctx_seq (32768) > n_ctx_train (16384) -- possible training context overflow
0.04.903.732 W srv    load_model: the slot context (32768) exceeds the training context of the model (16384) - capping
0.06.830.065 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.06.831.585 I srv  llama_server: model loaded
0.06.831.595 I srv  llama_server: listening on http://127.0.0.1:8001
0.07.008.555 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.07.008.594 I slot launch_slot_: id  0 | task 1 | processing task, is_child = 0
0.21.513.671 I slot print_timing: id  0 | task 1 | n_decoded =    100, tg =   8.42 t/s, tg_3s =   8.42 t/s
0.24.540.332 I slot print_timing: id  0 | task 1 | n_decoded =    125, tg =   8.39 t/s, tg_3s =   8.26 t/s
0.27.579.465 I slot print_timing: id  0 | task 1 | n_decoded =    150, tg =   8.36 t/s, tg_3s =   8.23 t/s
0.30.648.462 I slot print_timing: id  0 | task 1 | n_decoded =    175, tg =   8.33 t/s, tg_3s =   8.15 t/s
0.33.756.947 I slot print_timing: id  0 | task 1 | n_decoded =    200, tg =   8.29 t/s, tg_3s =   8.04 t/s
0.36.869.912 I slot print_timing: id  0 | task 1 | n_decoded =    225, tg =   8.26 t/s, tg_3s =   8.03 t/s
0.39.988.823 I slot print_timing: id  0 | task 1 | n_decoded =    250, tg =   8.24 t/s, tg_3s =   8.02 t/s
0.42.999.216 I slot print_timing: id  0 | task 1 | n_decoded =    274, tg =   8.21 t/s, tg_3s =   7.97 t/s
0.46.015.090 I slot print_timing: id  0 | task 1 | n_decoded =    298, tg =   8.19 t/s, tg_3s =   7.96 t/s
0.49.040.632 I slot print_timing: id  0 | task 1 | n_decoded =    322, tg =   8.17 t/s, tg_3s =   7.93 t/s
0.52.064.891 I slot print_timing: id  0 | task 1 | n_decoded =    346, tg =   8.16 t/s, tg_3s =   7.94 t/s
0.55.095.007 I slot print_timing: id  0 | task 1 | n_decoded =    370, tg =   8.14 t/s, tg_3s =   7.92 t/s
0.58.136.220 I slot print_timing: id  0 | task 1 | n_decoded =    394, tg =   8.12 t/s, tg_3s =   7.89 t/s
1.01.180.278 I slot print_timing: id  0 | task 1 | n_decoded =    418, tg =   8.11 t/s, tg_3s =   7.88 t/s
1.04.262.291 I slot print_timing: id  0 | task 1 | n_decoded =    442, tg =   8.09 t/s, tg_3s =   7.79 t/s
1.07.372.320 I slot print_timing: id  0 | task 1 | n_decoded =    466, tg =   8.07 t/s, tg_3s =   7.72 t/s
1.10.490.134 I slot print_timing: id  0 | task 1 | n_decoded =    490, tg =   8.05 t/s, tg_3s =   7.70 t/s
