0.00.405.361 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.405.454 I srv          init: The UI is disabled
0.00.405.456 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.406.879 I srv    load_model: loading model 'second-state/llm-compiler-7b-GGUF:Q4_K_M'
0.02.329.712 W llama_context: n_ctx_seq (32768) > n_ctx_train (16384) -- possible training context overflow
0.05.505.104 W srv    load_model: the slot context (32768) exceeds the training context of the model (16384) - capping
0.07.431.940 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.07.433.431 I srv  llama_server: model loaded
0.07.433.441 I srv  llama_server: listening on http://127.0.0.1:8001
0.08.005.561 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.08.005.601 I slot launch_slot_: id  0 | task 1 | processing task, is_child = 0
0.22.519.838 I slot print_timing: id  0 | task 1 | n_decoded =    100, tg =   8.38 t/s, tg_3s =   8.38 t/s
0.25.559.762 I slot print_timing: id  0 | task 1 | n_decoded =    125, tg =   8.34 t/s, tg_3s =   8.22 t/s
0.28.611.711 I slot print_timing: id  0 | task 1 | n_decoded =    150, tg =   8.32 t/s, tg_3s =   8.19 t/s
0.31.688.672 I slot print_timing: id  0 | task 1 | n_decoded =    175, tg =   8.29 t/s, tg_3s =   8.12 t/s
0.34.812.106 I slot print_timing: id  0 | task 1 | n_decoded =    200, tg =   8.25 t/s, tg_3s =   8.00 t/s
0.37.812.602 I slot print_timing: id  0 | task 1 | n_decoded =    224, tg =   8.23 t/s, tg_3s =   8.00 t/s
0.40.819.075 I slot print_timing: id  0 | task 1 | n_decoded =    248, tg =   8.20 t/s, tg_3s =   7.98 t/s
0.43.834.558 I slot print_timing: id  0 | task 1 | n_decoded =    272, tg =   8.18 t/s, tg_3s =   7.96 t/s
0.46.848.209 I slot print_timing: id  0 | task 1 | n_decoded =    296, tg =   8.16 t/s, tg_3s =   7.96 t/s
0.49.864.240 I slot print_timing: id  0 | task 1 | n_decoded =    320, tg =   8.15 t/s, tg_3s =   7.96 t/s
0.52.886.888 I slot print_timing: id  0 | task 1 | n_decoded =    344, tg =   8.13 t/s, tg_3s =   7.94 t/s
0.55.916.067 I slot print_timing: id  0 | task 1 | n_decoded =    368, tg =   8.12 t/s, tg_3s =   7.92 t/s
0.58.956.881 I slot print_timing: id  0 | task 1 | n_decoded =    392, tg =   8.10 t/s, tg_3s =   7.89 t/s
1.02.001.210 I slot print_timing: id  0 | task 1 | n_decoded =    416, tg =   8.09 t/s, tg_3s =   7.88 t/s
1.05.081.137 I slot print_timing: id  0 | task 1 | n_decoded =    440, tg =   8.07 t/s, tg_3s =   7.79 t/s
1.08.187.855 I slot print_timing: id  0 | task 1 | n_decoded =    464, tg =   8.05 t/s, tg_3s =   7.73 t/s
1.11.302.958 I slot print_timing: id  0 | task 1 | n_decoded =    488, tg =   8.04 t/s, tg_3s =   7.70 t/s
1.14.428.839 I slot print_timing: id  0 | task 1 | n_decoded =    512, tg =   8.02 t/s, tg_3s =   7.68 t/s
1.17.556.142 I slot print_timing: id  0 | task 1 | n_decoded =    536, tg =   8.00 t/s, tg_3s =   7.67 t/s
1.20.562.222 I slot print_timing: id  0 | task 1 | n_decoded =    559, tg =   7.99 t/s, tg_3s =   7.65 t/s
