0.00.380.372 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.380.506 I srv          init: The UI is disabled
0.00.380.508 I srv          init: Use --ui/--no-ui (or deprecated --webui/--no-webui) to enable/disable
0.00.381.900 I srv    load_model: loading model 'second-state/llm-compiler-7b-GGUF:Q4_K_M'
0.01.695.661 W llama_context: n_ctx_seq (32768) > n_ctx_train (16384) -- possible training context overflow
0.04.857.337 W srv    load_model: the slot context (32768) exceeds the training context of the model (16384) - capping
0.06.784.801 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 16384, kv_unified = 'false'
0.06.786.316 I srv  llama_server: model loaded
0.06.786.322 I srv  llama_server: listening on http://127.0.0.1:8001
0.07.005.111 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.07.005.149 I slot launch_slot_: id  0 | task 1 | processing task, is_child = 0
0.21.745.698 I slot print_timing: id  0 | task 1 | n_decoded =    100, tg =   8.38 t/s, tg_3s =   8.38 t/s
0.24.790.649 I slot print_timing: id  0 | task 1 | n_decoded =    125, tg =   8.35 t/s, tg_3s =   8.21 t/s
0.27.853.955 I slot print_timing: id  0 | task 1 | n_decoded =    150, tg =   8.32 t/s, tg_3s =   8.16 t/s
0.30.934.522 I slot print_timing: id  0 | task 1 | n_decoded =    175, tg =   8.29 t/s, tg_3s =   8.12 t/s
0.34.055.536 I slot print_timing: id  0 | task 1 | n_decoded =    200, tg =   8.25 t/s, tg_3s =   8.01 t/s
0.37.058.720 I slot print_timing: id  0 | task 1 | n_decoded =    224, tg =   8.22 t/s, tg_3s =   7.99 t/s
0.40.063.873 I slot print_timing: id  0 | task 1 | n_decoded =    248, tg =   8.20 t/s, tg_3s =   7.99 t/s
0.43.076.480 I slot print_timing: id  0 | task 1 | n_decoded =    272, tg =   8.18 t/s, tg_3s =   7.97 t/s
0.46.099.330 I slot print_timing: id  0 | task 1 | n_decoded =    296, tg =   8.16 t/s, tg_3s =   7.94 t/s
0.49.125.894 I slot print_timing: id  0 | task 1 | n_decoded =    320, tg =   8.14 t/s, tg_3s =   7.93 t/s
0.52.162.951 I slot print_timing: id  0 | task 1 | n_decoded =    344, tg =   8.12 t/s, tg_3s =   7.90 t/s
0.55.204.507 I slot print_timing: id  0 | task 1 | n_decoded =    368, tg =   8.11 t/s, tg_3s =   7.89 t/s
0.58.251.173 I slot print_timing: id  0 | task 1 | n_decoded =    392, tg =   8.09 t/s, tg_3s =   7.88 t/s
1.01.304.856 I slot print_timing: id  0 | task 1 | n_decoded =    416, tg =   8.08 t/s, tg_3s =   7.86 t/s
1.04.394.245 I slot print_timing: id  0 | task 1 | n_decoded =    440, tg =   8.06 t/s, tg_3s =   7.77 t/s
1.07.509.655 I slot print_timing: id  0 | task 1 | n_decoded =    464, tg =   8.04 t/s, tg_3s =   7.70 t/s
1.10.630.764 I slot print_timing: id  0 | task 1 | n_decoded =    488, tg =   8.02 t/s, tg_3s =   7.69 t/s
1.13.760.200 I slot print_timing: id  0 | task 1 | n_decoded =    512, tg =   8.01 t/s, tg_3s =   7.67 t/s
1.16.768.593 I slot print_timing: id  0 | task 1 | n_decoded =    535, tg =   7.99 t/s, tg_3s =   7.65 t/s
1.19.777.530 I slot print_timing: id  0 | task 1 | n_decoded =    558, tg =   7.98 t/s, tg_3s =   7.64 t/s
1.22.793.151 I slot print_timing: id  0 | task 1 | n_decoded =    581, tg =   7.96 t/s, tg_3s =   7.63 t/s
1.25.822.099 I slot print_timing: id  0 | task 1 | n_decoded =    604, tg =   7.95 t/s, tg_3s =   7.59 t/s
1.28.851.153 I slot print_timing: id  0 | task 1 | n_decoded =    627, tg =   7.93 t/s, tg_3s =   7.59 t/s
1.31.883.048 I slot print_timing: id  0 | task 1 | n_decoded =    650, tg =   7.92 t/s, tg_3s =   7.59 t/s
1.34.921.430 I slot print_timing: id  0 | task 1 | n_decoded =    673, tg =   7.91 t/s, tg_3s =   7.57 t/s
1.38.015.885 I slot print_timing: id  0 | task 1 | n_decoded =    696, tg =   7.89 t/s, tg_3s =   7.43 t/s
1.41.144.118 I slot print_timing: id  0 | task 1 | n_decoded =    719, tg =   7.87 t/s, tg_3s =   7.35 t/s
1.44.149.170 I slot print_timing: id  0 | task 1 | n_decoded =    741, tg =   7.86 t/s, tg_3s =   7.32 t/s
1.47.171.280 I slot print_timing: id  0 | task 1 | n_decoded =    763, tg =   7.84 t/s, tg_3s =   7.28 t/s
1.50.201.233 I slot print_timing: id  0 | task 1 | n_decoded =    785, tg =   7.82 t/s, tg_3s =   7.26 t/s
1.53.241.815 I slot print_timing: id  0 | task 1 | n_decoded =    807, tg =   7.80 t/s, tg_3s =   7.24 t/s
1.56.274.542 I slot print_timing: id  0 | task 1 | n_decoded =    829, tg =   7.79 t/s, tg_3s =   7.25 t/s
1.59.310.939 I slot print_timing: id  0 | task 1 | n_decoded =    851, tg =   7.77 t/s, tg_3s =   7.25 t/s
2.02.351.951 I slot print_timing: id  0 | task 1 | n_decoded =    873, tg =   7.76 t/s, tg_3s =   7.23 t/s
2.05.408.102 I slot print_timing: id  0 | task 1 | n_decoded =    895, tg =   7.74 t/s, tg_3s =   7.20 t/s
2.08.466.690 I slot print_timing: id  0 | task 1 | n_decoded =    917, tg =   7.73 t/s, tg_3s =   7.19 t/s
2.11.528.601 I slot print_timing: id  0 | task 1 | n_decoded =    939, tg =   7.71 t/s, tg_3s =   7.19 t/s
2.14.615.221 I slot print_timing: id  0 | task 1 | n_decoded =    961, tg =   7.70 t/s, tg_3s =   7.13 t/s
2.17.705.853 I slot print_timing: id  0 | task 1 | n_decoded =    983, tg =   7.69 t/s, tg_3s =   7.12 t/s
2.20.806.203 I slot print_timing: id  0 | task 1 | n_decoded =   1005, tg =   7.67 t/s, tg_3s =   7.10 t/s
2.23.916.317 I slot print_timing: id  0 | task 1 | n_decoded =   1027, tg =   7.66 t/s, tg_3s =   7.07 t/s
2.27.037.168 I slot print_timing: id  0 | task 1 | n_decoded =   1049, tg =   7.64 t/s, tg_3s =   7.05 t/s
